Strongyloidiasis.txt; 0.14
SleepParalysis.txt; 0.076
PulmonaryEmbolism.txt; 0.085
VenousUlcer.txt; 0.068
Anemia.txt; 0.068
SkinCancer.txt; 0.067
Pericarditis.txt; 0.14
ScarletFever.txt; 0.11
ToothDecay.txt; 0.095
OccupationalBurnout.txt; 0.087
DownSyndrome.txt; 0.075
Hyperglycemia.txt; 0.057
HerpesSimplex.txt; 0.052
Hepatomegaly.txt; 0.096
ZikaFever.txt; 0.076
Aphasia.txt; 0.079
Schizophrenia.txt; 0.088
DiabeticNeuropathy.txt; 0.112
AllergicRhinitis.txt; 0.14
Dermatophytosis.txt; 0.05
Appendicitis.txt; 0.085
Insomnia.txt; 0.094
Lesch-NyhanSyndrome.txt; 0.096
Nephrocalcinosis.txt; 0.058
KidneyFailure.txt; 0.092
Shingles.txt; 0.081
Allergy.txt; 0.053
Jaundice.txt; 0.085
Thalassemia.txt; 0.085
Tracheitis.txt; 0.081
AuditoryProcessingDisorder.txt; 0.088
SplenicInfarction.txt; 0.085
Overweight.txt; 0.118
Tay-SachsDisease.txt; 0.048
BlackDeath.txt; 0.076
Catarrh.txt; 1.0
Keratoconus.txt; 0.058
Meningism.txt; 0.102
Haemophilia.txt; 0.071
ChronicFatigueSyndrome.txt; 0.14
Scoliosis.txt; 0.074
Glaucoma.txt; 0.063
Diphtheria.txt; 0.064
MultipleSclerosis.txt; 0.096
Constipation.txt; 0.069
ErectileDysfunction.txt; 0.081
Kleptomania.txt; 0.088
Cirrhosis.txt; 0.079
Dermatitis.txt; 0.066
Giardiasis.txt; 0.096
AmyotrophicLateralSclerosis.txt; 0.088
Far-sightedness.txt; 0.069
Pleurisy.txt; 0.112
OtitisMedia.txt; 0.381
ADHD.txt; 0.078
PharyngitisSoreThroat.txt; 0.14
SepticShock.txt; 0.085
Roseola.txt; 0.11
Hyperhidrosis.txt; 0.039
EarPain.txt; 1.0
AlcoholicLiverDisease.txt; 0.079
Ebola.txt; 0.076
Hyperpigmentation.txt; 0.066
TesticularCancer.txt; 0.067
Rubella.txt; 0.06
Stuttering.txt; 0.09
Athlete'sFoot.txt; 0.059
Cataract.txt; 0.059
DengueFever.txt; 0.088
Guillain-BarreSyndrome.txt; 0.112
Dehydration.txt; 0.064
Rosacea.txt; 0.036
SystemicLupusErythematosus.txt; 0.096
Type1Diabetes.txt; 0.071
Polio.txt; 0.06
Tonsillitis.txt; 0.067
LactoseIntolerance.txt; 0.048
Psychosis.txt; 0.054
BirthDefects.txt; 0.065
Osteosarcoma.txt; 0.086
Chlamydia.txt; 0.062
AlzheimersDisease.txt; 0.061
Salmonella.txt; 0.051
Asthma.txt; 0.078
Gallstone.txt; 0.047
Hypertension.txt; 0.085
GastroesophagealRefluxDisease.txt; 0.06
Bronchitis.txt; 0.14
Near-sightedness.txt; 0.075
Scabies.txt; 0.066
Tetanus.txt; 0.054
UrinaryIncontinence.txt; 0.058
Sunburn.txt; 0.058
WhoopingCough.txt; 0.064
AtopicDermatitis.txt; 0.066
Measles.txt; 0.072
Cellulitis.txt; 0.088
Thrombosis.txt; 0.061
ZikaVirus.txt; 0.076
AvianInfluenza.txt; 0.054
Migraine.txt; 0.113
ProstateCancer.txt; 0.067
WhiteCoatHypertension.txt; 0.072
Obesity.txt; 0.081
LSC.txt; 0.039
Tuberculosis.txt; 0.088
KidneyCancer.txt; 0.038
RestlessLegsSyndrome.txt; 0.094
Salmonellosis.txt; 0.088
Stomatitis.txt; 0.066
Meningitis.txt; 0.105
Gastritis.txt; 0.065
Hepatitis.txt; 0.072
ChronicObstructivePulmonaryDisease.txt; 0.062
Acne.txt; 0.066
Smallpox.txt; 0.036
Hypotension.txt; 0.085
Tinnitus.txt; 0.307
Amnesia.txt; 0.052
Stroke.txt; 0.075
Toothache.txt; 0.124
KidneyDisease.txt; 0.071
Rheumatism.txt; 0.096
AspergerSyndrome.txt; 0.088
Osteoarthritis.txt; 0.055
CysticFibrosis.txt; 0.048
CoronaryArteryDisease.txt; 0.092
Hemorrhoid.txt; 0.14
ChagasDisease.txt; 0.096
BipolarDisorder.txt; 0.075
FetalAlcoholSyndrome.txt; 0.057
CerebralPalsy.txt; 0.075
OvarianCancer.txt; 0.067
ColorectalCancer.txt; 0.067
Rhinitis.txt; 0.051
Vertigo.txt; 0.149
Gonorrhea.txt; 0.062
TouretteSyndrome.txt; 0.053
BackPain.txt; 0.14
SickleCellDisease.txt; 0.036
Phenylketonuria.txt; 0.049
Trichomoniasis.txt; 0.14
HuntingtonsDisease.txt; 0.096
ParkinsonsDisease.txt; 0.036
Gastroenteritis.txt; 0.072
Syphilis.txt; 0.075
OCD.txt; 0.14
Pneumonia.txt; 0.077
HeartFailure.txt; 0.092
Autism.txt; 0.088
BoneTumor.txt; 0.075
CommonCold.txt; 0.059
Dyslexia.txt; 0.069
Atherosclerosis.txt; 0.069
Rabies.txt; 0.048
RepetitiveStrainInjury.txt; 0.075
NarcissisticPersonalityDisorder.txt; 0.088
Alcoholism.txt; 0.057
Lymphedema.txt; 0.083
YellowFever.txt; 0.076
Influenza.txt; 0.06
PepticUlcerDisease.txt; 0.065
SpeechDisorder.txt; 0.079
UlcerativeColitis.txt; 0.067
GestationalDiabetes.txt; 0.071
Labyrinthitis.txt; 0.14
MyocardialInfarction.txt; 0.092
PeripheralNeuropathy.txt; 0.061
TransientIschemicAttack.txt; 0.056
MRSA.txt; 0.051
Non-alcoholicFattyLiverDisease.txt; 0.079
GastrointestinalCancer.txt; 0.067
LungCancer.txt; 0.082
Narcolepsy.txt; 0.094
Dementia.txt; 0.096
Cancer.txt; 0.067
MERS.txt; 0.096
ChronicKidneyDisease.txt; 0.085
FoodborneIllness.txt; 0.057
Type2Diabetes.txt; 0.071
Encephalitis.txt; 0.088
PancreaticCancer.txt; 0.067
HumanPapillomavirusInfection.txt; 0.061
Hives.txt; 0.088
LiverCancer.txt; 0.067
Endocarditis.txt; 0.049
ThyroidDisease.txt; 0.051
PityriasisRosea.txt; 0.081
Leukemia.txt; 0.075
Malaria.txt; 0.067
Water-relatedDiseases.txt; 0.14
IronDeficiency.txt; 0.068
KidneyStoneDisease.txt; 0.063
Arthritis.txt; 0.14
Meningoencephalitis.txt; 0.14
Diarrhea.txt; 0.105
Sepsis.txt; 0.072
FifthDisease.txt; 0.14
MajorDepressiveDisorder.txt; 0.088
PeriodontalDisease.txt; 0.124
Onychomycosis.txt; 0.074
BreastCancer.txt; 0.067
SleepDisorder.txt; 0.094
HairLoss.txt; 0.037
StomachCancer.txt; 0.067
Hypoglycemia.txt; 0.067
Hypercholesterolemia.txt; 0.085
LymeDisease.txt; 0.096
Microcephaly.txt; 0.075
Diabetes.txt; 0.071
STD.txt; 0.088
Osteoporosis.txt; 0.064
TBI.txt; 0.075
Sinusitis.txt; 0.14
Pancreatitis.txt; 0.085
BrainTumor.txt; 0.086
KlinefelterSyndrome.txt; 0.054
Wart.txt; 0.061
HIVAIDS.txt; 0.088
NummularDermatitis.txt; 0.14
HeartDisease.txt; 0.075
AnxietyDisorder.txt; 0.076
Myocarditis.txt; 0.092
Epilepsy.txt; 0.057
Mumps.txt; 0.076
Chickenpox.txt; 0.088
